source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,generation of neurons,GO:0048699,FALSE,5.32E-07,6.274323444,1488,54,20,21110,"CDH1,GRM7,BCL2,MET,RAB21,MYCN,PTEN,BTG2,NOTCH1,BMP7,VIM,XRN2,BAX,HPRT1,MMP2,VEGFA,ELAVL4,STAT3,KLF4,TGFB1"
GO:BP,negative regulation of nucleic acid-templated transcription,GO:1903507,FALSE,5.42E-07,6.266169538,1319,54,19,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,regulation of protein modification process,GO:0031399,FALSE,5.71E-07,6.24340728,1494,54,20,21110,"BCL2,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,CDKN2A,VEGFA,MMP9,TGFB1,SIRT2,FOXP3,KDR,IL1B,KRAS"
GO:BP,vasculature development,GO:0001944,FALSE,6.15E-07,6.210847943,737,54,15,21110,"PDCD4,SIRT1,NOTCH1,BMP7,CD34,BAX,MMP2,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B"
GO:BP,negative regulation of RNA biosynthetic process,GO:1902679,FALSE,6.48E-07,6.188580711,1333,54,19,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,cell migration,GO:0016477,FALSE,6.50E-07,6.187098223,1505,54,20,21110,"CDH1,BCL2,MET,PTEN,SIRT1,NOTCH1,ADAM17,BMP7,CD34,BAX,MMP2,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,S100P,KDR,IL1B"
GO:BP,macromolecule biosynthetic process,GO:0009059,FALSE,6.73E-07,6.171953507,4824,54,34,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,VIM,XRN2,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,cellular response to oxygen levels,GO:0071453,FALSE,6.79E-07,6.168138876,164,54,9,21110,"BCL2,SIRT1,NOTCH1,E2F1,BMP7,CD34,VEGFA,CYBB,SIRT2"
GO:BP,anatomical structure formation involved in morphogenesis,GO:0048646,FALSE,6.80E-07,6.167176583,1174,54,18,21110,"SIRT1,NOTCH1,CCNG1,ADAM17,BMP7,CD34,MMP2,VEGFA,MMP9,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,KDR,IL1B,PPARA"
GO:BP,regulation of biological process,GO:0050789,FALSE,6.82E-07,6.165998004,12480,54,52,21110,"CDH1,GRM7,BCL2,MYB,MET,CDK4,PDCD4,RAB21,MYCN,CCND3,CDC25A,FMOD,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,CCNG1,ADAM17,TGIF1,BCL2L2,PEA15,E2F1,BMP7,VIM,XRN2,CD34,BAX,HPRT1,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,KCNH1,CYBB,CXCL10,TGFB1,SIRT2,MAP3K14,PER1,EIF5A2,FOXP3,SRSF1,STAU1,KDR,IL1B,PPARA,KRAS"
GO:BP,positive regulation of biosynthetic process,GO:0009891,FALSE,7.00E-07,6.155128053,2081,54,23,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,VIM,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,regulation of locomotion,GO:0040012,FALSE,8.21E-07,6.085624292,1033,54,17,21110,"CDH1,BCL2,MET,PTEN,SIRT1,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,KDR,IL1B"
GO:BP,reproduction,GO:0000003,FALSE,8.69E-07,6.060873857,1530,54,20,21110,"BCL2,CDC25A,CCNE1,SIRT1,NOTCH1,BCL2L2,E2F1,BMP7,XRN2,BAX,MMP2,VEGFA,MMP9,STAT3,TGFB1,SIRT2,EIF5A2,STAU1,KDR,IL1B"
GO:BP,regulation of response to external stimulus,GO:0032101,FALSE,8.71E-07,6.059867638,1037,54,17,21110,"BCL2,MET,PDCD4,PTEN,NOTCH1,ADAM17,CD34,BAX,VEGFA,MMP9,KLF4,CXCL10,SIRT2,FOXP3,KDR,IL1B,PPARA"
GO:BP,cellular nitrogen compound biosynthetic process,GO:0044271,FALSE,9.23E-07,6.034640493,4878,54,34,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,HPRT1,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,IL1B,PPARA"
GO:BP,tissue morphogenesis,GO:0048729,FALSE,9.79E-07,6.009033877,636,54,14,21110,"BCL2,MET,MYCN,PTEN,NOTCH1,ADAM17,BMP7,MMP2,VEGFA,KLF4,CXCL10,TGFB1,KDR,KRAS"
GO:BP,regulation of RNA metabolic process,GO:0051252,FALSE,1.07871E-06,5.967096719,3774,54,30,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,VIM,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,SRSF1,IL1B,PPARA"
GO:BP,regulation of cellular catabolic process,GO:0031329,FALSE,1.12901E-06,5.947301674,643,54,14,21110,"BCL2,MET,SIRT1,BTG2,E2F1,VIM,BAX,CDKN2A,ELAVL4,STAT3,SIRT2,KDR,IL1B,PPARA"
GO:BP,negative regulation of nucleobase-containing compound metabolic process,GO:0045934,FALSE,1.19589E-06,5.922309864,1558,54,20,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,regulation of nucleobase-containing compound metabolic process,GO:0019219,FALSE,1.20718E-06,5.918227946,4061,54,31,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,VIM,BAX,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,SRSF1,IL1B,PPARA"
GO:BP,regulation of cellular biosynthetic process,GO:0031326,FALSE,1.23047E-06,5.90992876,4064,54,31,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,VIM,CD34,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,IL1B,PPARA"
GO:BP,ameboidal-type cell migration,GO:0001667,FALSE,1.40688E-06,5.851741958,429,54,12,21110,"MET,PTEN,SIRT1,NOTCH1,ADAM17,BMP7,VEGFA,MMP9,KLF4,TGFB1,S100P,KDR"
GO:BP,negative regulation of cellular biosynthetic process,GO:0031327,FALSE,1.63452E-06,5.786610428,1586,54,20,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CD34,CDKN2A,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,regulation of cell cycle phase transition,GO:1901987,FALSE,1.64711E-06,5.783278666,435,54,12,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNG1,ADAM17,E2F1,CDKN2A,KLF4,TGFB1,SIRT2"
GO:BP,DNA-templated transcription,GO:0006351,FALSE,1.76285E-06,5.753784406,3585,54,29,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,XRN2,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,nucleic acid-templated transcription,GO:0097659,FALSE,1.77481E-06,5.750848983,3586,54,29,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,XRN2,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,brain development,GO:0007420,FALSE,1.83949E-06,5.73530154,798,54,15,21110,"CDH1,BCL2,PTEN,BTG2,NOTCH1,CCNG1,BCL2L2,E2F1,BMP7,XRN2,BAX,HPRT1,ELAVL4,SIRT2,KRAS"
GO:BP,biosynthetic process,GO:0009058,FALSE,1.99587E-06,5.699868033,5969,54,37,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,HPRT1,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,hemopoiesis,GO:0030097,FALSE,2.00106E-06,5.698740319,944,54,16,21110,"BCL2,MYB,SIRT1,NOTCH1,ADAM17,CD34,BAX,CDKN2A,VEGFA,MMP9,STAT3,KLF4,TGFB1,FOXP3,KDR,IL1B"
GO:BP,negative regulation of response to stimulus,GO:0048585,FALSE,2.26838E-06,5.644283469,1616,54,20,21110,"BCL2,MET,PDCD4,PTEN,SIRT1,NOTCH1,ADAM17,BCL2L2,PEA15,BMP7,CD34,BAX,MMP9,KLF4,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,RNA biosynthetic process,GO:0032774,FALSE,2.27536E-06,5.642949142,3623,54,29,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,XRN2,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,morphogenesis of a branching epithelium,GO:0061138,FALSE,2.2812E-06,5.641835876,188,54,9,21110,"BCL2,MET,MYCN,NOTCH1,BMP7,VEGFA,TGFB1,KDR,KRAS"
GO:BP,epithelial cell proliferation,GO:0050673,FALSE,2.35807E-06,5.627442975,449,54,12,21110,"CDK4,MYCN,SIRT1,NOTCH1,ADAM17,BCL2L2,CD34,BAX,VEGFA,STAT3,TGFB1,KDR"
GO:BP,intracellular signal transduction,GO:0035556,FALSE,2.72058E-06,5.565338869,2669,54,25,21110,"BCL2,MET,PDCD4,RAB21,PTEN,SIRT1,NOTCH1,CCNG1,BCL2L2,PEA15,E2F1,BMP7,VIM,BAX,CDKN2A,VEGFA,MMP9,KCNH1,SIRT2,MAP3K14,PER1,KDR,IL1B,PPARA,KRAS"
GO:BP,positive regulation of cellular biosynthetic process,GO:0031328,FALSE,2.7568E-06,5.559595331,2023,54,22,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,VIM,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,IL1B,PPARA"
GO:BP,cell cycle process,GO:0022402,FALSE,2.75707E-06,5.559552306,1281,54,18,21110,"BCL2,CDK4,CCND3,CDC25A,PTEN,CCNE1,E2F3,SIRT1,CCNG1,GTF2B,ADAM17,E2F1,BMP7,CDKN2A,KLF4,TGFB1,SIRT2,IL1B"
GO:BP,negative regulation of biosynthetic process,GO:0009890,FALSE,2.81123E-06,5.551104253,1636,54,20,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CD34,CDKN2A,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,negative regulation of transcription by RNA polymerase II,GO:0000122,FALSE,2.83321E-06,5.547720616,967,54,16,21110,"MYB,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,transcription by RNA polymerase II,GO:0006366,FALSE,2.89809E-06,5.53788801,2677,54,25,21110,"MYB,MET,CDK4,MYCN,CCND3,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,circulatory system development,GO:0072359,FALSE,2.93865E-06,5.531852351,1123,54,17,21110,"PDCD4,PTEN,SIRT1,NOTCH1,BMP7,CD34,BAX,MMP2,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B,PPARA"
GO:BP,endothelium development,GO:0003158,FALSE,3.02312E-06,5.519544407,131,54,8,21110,"MET,NOTCH1,CD34,VEGFA,CXCL10,FOXP3,KDR,IL1B"
GO:BP,regulation of cellular component organization,GO:0051128,FALSE,3.13999E-06,5.503071993,2462,54,24,21110,"CDH1,BCL2,MET,RAB21,PTEN,SIRT1,NOTCH1,ADAM17,BCL2L2,BMP7,VIM,BAX,CDKN2A,VEGFA,MMP9,ELAVL4,KLF4,CXCL10,TGFB1,SIRT2,EIF5A2,KDR,IL1B,PPARA"
GO:BP,developmental process involved in reproduction,GO:0003006,FALSE,3.43441E-06,5.464147504,980,54,16,21110,"BCL2,SIRT1,NOTCH1,BCL2L2,E2F1,BMP7,XRN2,BAX,MMP2,VEGFA,TGFB1,SIRT2,EIF5A2,STAU1,KDR,IL1B"
GO:BP,positive regulation of nucleobase-containing compound metabolic process,GO:0045935,FALSE,3.54103E-06,5.450870402,2050,54,22,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,BTG2,NOTCH1,E2F1,BMP7,BAX,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,blood vessel development,GO:0001568,FALSE,3.77517E-06,5.423063977,706,54,14,21110,"SIRT1,NOTCH1,BMP7,CD34,BAX,MMP2,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B"
GO:BP,positive regulation of RNA metabolic process,GO:0051254,FALSE,3.80841E-06,5.419256596,1857,54,21,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,BTG2,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,protein metabolic process,GO:0019538,FALSE,3.94661E-06,5.403775263,5449,54,35,21110,"CDH1,BCL2,MET,CDK4,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,BTG2,NOTCH1,CCNG1,GTF2B,ADAM17,BMP7,VIM,BAX,CDKN2A,MMP2,VEGFA,MMP9,ELAVL4,STAT3,KLF4,TGFB1,SIRT2,MAP3K14,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA,KRAS"
GO:BP,positive regulation of cell differentiation,GO:0045597,FALSE,4.28683E-06,5.367863453,849,54,15,21110,"BCL2,RAB21,SIRT1,NOTCH1,E2F1,BMP7,CD34,VEGFA,STAT3,TGFB1,SIRT2,FOXP3,KDR,IL1B,KRAS"
GO:BP,morphogenesis of a branching structure,GO:0001763,FALSE,4.48713E-06,5.348031811,203,54,9,21110,"BCL2,MET,MYCN,NOTCH1,BMP7,VEGFA,TGFB1,KDR,KRAS"
GO:BP,epithelial cell differentiation,GO:0030855,FALSE,5.03297E-06,5.298175787,722,54,14,21110,"MET,MYCN,NOTCH1,BMP7,VIM,CD34,VEGFA,MMP9,KLF4,TGFB1,FOXP3,KDR,IL1B,KRAS"
GO:BP,regulation of transferase activity,GO:0051338,FALSE,5.1067E-06,5.291859803,860,54,15,21110,"MET,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,CDKN2A,VEGFA,KLF4,KDR,IL1B"
GO:BP,regulation of kinase activity,GO:0043549,FALSE,5.12303E-06,5.29047291,723,54,14,21110,"MET,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,CDKN2A,VEGFA,KDR,IL1B"
GO:BP,transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0007178,FALSE,5.25371E-06,5.279534021,378,54,11,21110,"PDCD4,FMOD,SIRT1,NOTCH1,ADAM17,BMP7,VIM,STAT3,TGFB1,KDR,PPARA"
GO:BP,negative regulation of cell adhesion,GO:0007162,FALSE,5.42735E-06,5.265412269,287,54,10,21110,"CDH1,PTEN,NOTCH1,CDKN2A,MMP2,VEGFA,KLF4,TGFB1,FOXP3,PPARA"
GO:BP,post-embryonic camera-type eye development,GO:0031077,FALSE,5.53319E-06,5.257024757,8,54,4,21110,"BAX,VEGFA,KLF4,KDR"
GO:BP,phosphate-containing compound metabolic process,GO:0006796,FALSE,5.63665E-06,5.24897866,2763,54,25,21110,"BCL2,MET,CDK4,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,HPRT1,CDKN2A,VEGFA,MMP9,STAT3,TGFB1,SIRT2,MAP3K14,KDR,IL1B,PPARA,KRAS"
GO:BP,cellular response to lipid,GO:0071396,FALSE,5.72725E-06,5.242053817,602,54,13,21110,"CDK4,PDCD4,SIRT1,BCL2L2,E2F1,BMP7,VIM,MMP2,CXCL10,TGFB1,PER1,IL1B,PPARA"
GO:BP,cellular biosynthetic process,GO:0044249,FALSE,5.75456E-06,5.2399876,5521,54,35,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,VIM,XRN2,CD34,HPRT1,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,IL1B,PPARA"
GO:BP,cell motility,GO:0048870,FALSE,5.75948E-06,5.239616751,1705,54,20,21110,"CDH1,BCL2,MET,PTEN,SIRT1,NOTCH1,ADAM17,BMP7,CD34,BAX,MMP2,VEGFA,MMP9,STAT3,KLF4,CXCL10,TGFB1,S100P,KDR,IL1B"
GO:BP,reproductive process,GO:0022414,FALSE,5.89441E-06,5.229559848,1521,54,19,21110,"BCL2,CDC25A,CCNE1,SIRT1,NOTCH1,BCL2L2,E2F1,BMP7,XRN2,BAX,MMP2,VEGFA,MMP9,TGFB1,SIRT2,EIF5A2,STAU1,KDR,IL1B"
GO:BP,nucleobase-containing compound biosynthetic process,GO:0034654,FALSE,6.44928E-06,5.190488671,4055,54,30,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,XRN2,HPRT1,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,positive regulation of nucleic acid-templated transcription,GO:1903508,FALSE,6.56759E-06,5.182594294,1718,54,20,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,positive regulation of DNA-templated transcription,GO:0045893,FALSE,6.56759E-06,5.182594294,1718,54,20,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,phosphorus metabolic process,GO:0006793,FALSE,6.80679E-06,5.167057537,2788,54,25,21110,"BCL2,MET,CDK4,PDCD4,CCND3,CDC25A,PTEN,CCNE1,SIRT1,CCNG1,ADAM17,BMP7,BAX,HPRT1,CDKN2A,VEGFA,MMP9,STAT3,TGFB1,SIRT2,MAP3K14,KDR,IL1B,PPARA,KRAS"
GO:BP,regulation of anatomical structure morphogenesis,GO:0022603,FALSE,6.9753E-06,5.156437053,880,54,15,21110,"CDH1,RAB21,PTEN,SIRT1,NOTCH1,BMP7,CD34,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B"
GO:BP,positive regulation of RNA biosynthetic process,GO:1902680,FALSE,7.04529E-06,5.152100855,1725,54,20,21110,"CDH1,MYB,MET,MYCN,E2F3,SIRT1,NOTCH1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,regulation of transcription by RNA polymerase II,GO:0006357,FALSE,7.14879E-06,5.145767407,2564,54,24,21110,"MYB,MET,CDK4,MYCN,CCND3,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,organic substance biosynthetic process,GO:1901576,FALSE,7.34521E-06,5.133996024,5894,54,36,21110,"CDH1,BCL2,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,VIM,XRN2,HPRT1,CDKN2A,VEGFA,ELAVL4,STAT3,KLF4,CYBB,CXCL10,TGFB1,SIRT2,PER1,EIF5A2,FOXP3,KDR,IL1B,PPARA"
GO:BP,negative regulation of macromolecule biosynthetic process,GO:0010558,FALSE,7.801E-06,5.107849468,1547,54,19,21110,"MYB,PDCD4,CCND3,CCNE1,SIRT1,BTG2,NOTCH1,TGIF1,E2F1,BMP7,CDKN2A,VEGFA,STAT3,KLF4,TGFB1,SIRT2,PER1,FOXP3,PPARA"
GO:BP,blood vessel morphogenesis,GO:0048514,FALSE,8.00064E-06,5.096875386,619,54,13,21110,"SIRT1,NOTCH1,CD34,BAX,MMP2,VEGFA,STAT3,KLF4,CYBB,CXCL10,TGFB1,KDR,IL1B"
GO:BP,epithelial cell migration,GO:0010631,FALSE,8.84787E-06,5.053161116,302,54,10,21110,"MET,PTEN,SIRT1,NOTCH1,ADAM17,VEGFA,MMP9,KLF4,S100P,KDR"
GO:BP,homeostasis of number of cells,GO:0048872,FALSE,9.42495E-06,5.025721036,304,54,10,21110,"BCL2,MYB,NOTCH1,ADAM17,BAX,VEGFA,STAT3,TGFB1,FOXP3,KRAS"
GO:BP,epithelium migration,GO:0090132,FALSE,9.72582E-06,5.012073835,305,54,10,21110,"MET,PTEN,SIRT1,NOTCH1,ADAM17,VEGFA,MMP9,KLF4,S100P,KDR"
GO:BP,regulation of growth,GO:0040008,FALSE,9.87938E-06,5.005270436,630,54,13,21110,"CDH1,BCL2,CDK4,RAB21,PTEN,SIRT1,NOTCH1,ADAM17,CDKN2A,VEGFA,STAT3,TGFB1,PPARA"
GO:BP,heterocycle biosynthetic process,GO:0018130,FALSE,1.00638E-05,4.997239105,4129,54,30,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,XRN2,HPRT1,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,multicellular organismal-level homeostasis,GO:0048871,FALSE,1.0363E-05,4.984513395,764,54,14,21110,"BCL2,MYB,SIRT1,NOTCH1,ADAM17,CD34,BAX,VEGFA,STAT3,TGFB1,FOXP3,KDR,IL1B,KRAS"
GO:BP,eye development,GO:0001654,FALSE,1.04963E-05,4.978963713,404,54,11,21110,"BCL2,NOTCH1,BMP7,VIM,XRN2,BAX,VEGFA,STAT3,KLF4,TGFB1,KDR"
GO:BP,aromatic compound biosynthetic process,GO:0019438,FALSE,1.07426E-05,4.968890892,4140,54,30,21110,"CDH1,MYB,MET,CDK4,PDCD4,MYCN,CCND3,PTEN,CCNE1,E2F3,SIRT1,BTG2,NOTCH1,GTF2B,TGIF1,E2F1,BMP7,XRN2,HPRT1,CDKN2A,VEGFA,STAT3,KLF4,CXCL10,TGFB1,SIRT2,PER1,FOXP3,IL1B,PPARA"
GO:BP,visual system development,GO:0150063,FALSE,1.16253E-05,4.934594076,408,54,11,21110,"BCL2,NOTCH1,BMP7,VIM,XRN2,BAX,VEGFA,STAT3,KLF4,TGFB1,KDR"
GO:BP,tissue migration,GO:0090130,FALSE,1.17168E-05,4.931190309,311,54,10,21110,"MET,PTEN,SIRT1,NOTCH1,ADAM17,VEGFA,MMP9,KLF4,S100P,KDR"
GO:BP,regulation of epithelial cell migration,GO:0010632,FALSE,1.19394E-05,4.923017922,227,54,9,21110,"MET,PTEN,SIRT1,NOTCH1,ADAM17,VEGFA,MMP9,KLF4,KDR"
GO:BP,regulation of cell adhesion,GO:0030155,FALSE,1.30547E-05,4.884231877,778,54,14,21110,"CDH1,BCL2,PTEN,NOTCH1,BMP7,CDKN2A,MMP2,VEGFA,KLF4,TGFB1,FOXP3,KDR,IL1B,PPARA"
GO:BP,neuron differentiation,GO:0030182,FALSE,1.32954E-05,4.876299388,1415,54,18,21110,"CDH1,GRM7,BCL2,MET,RAB21,MYCN,PTEN,BTG2,NOTCH1,BMP7,VIM,XRN2,HPRT1,MMP2,VEGFA,ELAVL4,STAT3,KLF4"
GO:BP,sensory system development,GO:0048880,FALSE,1.35232E-05,4.868920103,414,54,11,21110,"BCL2,NOTCH1,BMP7,VIM,XRN2,BAX,VEGFA,STAT3,KLF4,TGFB1,KDR"
GO:BP,regulation of gliogenesis,GO:0014013,FALSE,1.52861E-05,4.815702485,102,54,7,21110,"MYCN,NOTCH1,E2F1,TGFB1,SIRT2,IL1B,KRAS"
GO:BP,gliogenesis,GO:0042063,FALSE,1.53827E-05,4.812968481,320,54,10,21110,"MYCN,PTEN,NOTCH1,E2F1,VIM,STAT3,TGFB1,SIRT2,IL1B,KRAS"
GO:BP,glial cell differentiation,GO:0010001,FALSE,1.61456E-05,4.79194481,235,54,9,21110,"MYCN,PTEN,NOTCH1,VIM,STAT3,TGFB1,SIRT2,IL1B,KRAS"
GO:BP,positive regulation of vasculature development,GO:1904018,FALSE,1.8761E-05,4.726744511,165,54,8,21110,"SIRT1,CD34,VEGFA,STAT3,KLF4,CYBB,KDR,IL1B"
GO:BP,positive regulation of angiogenesis,GO:0045766,FALSE,1.8761E-05,4.726744511,165,54,8,21110,"SIRT1,CD34,VEGFA,STAT3,KLF4,CYBB,KDR,IL1B"
